,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,UEEXXX T,,,,,,,,,,,,,,UMA034 L,,,,,,,,UMT304 T,,UMT303 T,,,,,,,,,,,,,,,,,,,,UCS405T,,UCS405T,,,,,,UCS301,,,,UCE305 T,,UES017 P,,UCE305 P,,,,UES017 P,,UCE306 P,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,T&D,SUM,,,,,,,,,,,,,VKS,,,,,,,,,AMG,,SSD,,,,,,,,,,,,,,,,,,,RA23,,RPK,,,,,,,,,,,SJS,SHG,,TA7,,,,SHG,,HSC,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA025 P,,,,,,,,,,,,UBT304 T,,UCH301 T,,,,,,,,,,,,,,,,,,,,UES017 T,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HS,,,,,,,,,,,,,ND,,RGU,,,,,,,,,,,,,,,,,,,,TA11,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCH502 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,UTA024 P,,UTA024 P,,,,,,UES012 T,,UES012 T,,UES012 L,,,,,,,,,,,,UME308 L,,,,,,,,,,,,UME308 L,,,,,,,,,,,,UME308 L,,UCH502 L,,,,,,,,UCS301L,,,,,,,,,,,,,,,,UMA013 L,,UCE305 P,,,,UMA035 P,,UMA035 P,,UCE306 P,,UES017 T,,CSBS301T,,CSBS301T,,,
F,,,,,,,,,,,,TA1,,TA2,,,,,,,,,,,,BCM,,,,,,,,,,,,GB,,,,,,JKS,,,,,,,,JKS,,,,AC,,,,,,,,,,,,,,,,,,,,MAK,,ANK,TA7,,,,MKS,,AK,,RJS,,,TA10,AKU,,HAS,,,
,2,8:50 AM,,,,,,,,,,,,,UEEXXX L T& D,,,,,,,,,,,,UME307 L,,,,,,,,,,,,UME307 L,,,,,,,,,,,,UME307 L,,UCH305 L,,,,UBT302 L,,,,UCS405L,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCE305 T,,CSBS301L,,,,,
R,,,,,,,,,,,,,,,,,,,,,,,,,,SUM,,,,,,,,,,,,SSM,,,,,,VKH,,,,,,,,VKH,,,,NS,,,,OVS,,,,,,,,,,,,,,,,RPK,,,,,,,,,,,,,,TA12,,,,,,AKU
,3,9:40 AM,,,,,UTA024 P,,UMA033 P,,UMA033 P,,UMA033 P,,UEE505 L,,,,,,,,,,,,,,,,,,UME307 T,,,,,,,,,,,,,,,,UTA025 P,,,,UCH301 L,,,,UBT504 L,,,,UCS303L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSBS303L,,,,,
I,,,,,,,,,JPR,,TA8,,ASE,,,,,,,,,,,,,SGK,,,,,,,,SDN,,,,,,,,,,,,,,,AKB,,,,,,,RKG,,,,MKB,,,,,,,,,,,,,,,,RKG,,,,,,,,,,,,,,,,,,,,RIR
,4,10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCE305 L,,,,,,,,,,,,,,,,CSBS302P,
D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SJS,,,,,,
,5,11:20 AM,UHU005 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA024 P,,UTA024 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPH010 T,,UCE309 L,,,,,,,,,,,,,,,,TAG,
A,,,,,,,,,,,,,,SPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RKU,,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOM,,,,,,,,,,,,RJS,,,,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS311P,,UCS311P,,,,,,,,,,UBM007 P,,UCE306 L,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDS,,,,,,,,,,,,,HSC,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,UEE505 P,,,,UES017 /UME308 P,,,,UES017 /UME308 P,,,,UES017 /UME308 P,,,,,,,,,,,,,,,,UTA024 P,,UMA035 P,,,,,,,,,,,,RA7,,RA10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,SGK,,,,NG/GB,,,,TKB JKS,,,,RKG/VG,,,,,,,,,,,,,,,,,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,UEI407 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS510L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUB,,,,,,,,,,,,,,,,,,,,
,9,2:40 PM,UEE503 L,,,,,,,,,,,,,,,,,,,,,,,,UMA034 L,,,,,,,,,,,,,,,,,,,,,,UTA024 P,,UTA024 P,,,,,,UBT304 P,,,,UCS311P,,UCS311P,,,,,,,,,,,,,,UMA015 L,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NIN,,,,,,,,,,,,,,,,,,,,,,,,VKS,,,,,,,,,,,,,RA13,,,,,,OVS,,,,,,,,,,,,,,,,,,,,,PKV,,,,,,,,,,,,,,,,,,
,10,3:30 PM,UTA024 P,,UTA024 P,,,,,,,,,,,,,,,,,,,,UEEXXX T,,,,,,,,,,,,,,UME308 T,,,,,,,,,,,,,,,,,,,,,,SWT,,AMR,,,,,,,,,,,,,,,,UCE306 P,,UES017 T,,UCE309 P,,,,UTA024 P,,UMA035 P,,,,,,,
,,,SRO,,VIP,,,,,,,,,,,,,,,,,,,,,SUM,,,,,,,,,,,,,,PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSC,,,SHR,RJS,,,,KAS,,TA11,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES017 T,,UMA034 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCE305 T,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LKS,VKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA7,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,UES012 P,,,,UES012 P,,,,UES012 P,,,,,,,,UMA034 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS301,,,,,,,,,,,,UMA007,,,,,,UMA035 P,,UMA035 P,,UTA024 P,,UTA024 P,,UCE309 P,,,,,,,,,
S,,,,,,,,,,,,,,,TA8,,,,TA9,,,,TA7,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA11,,MKS,,,,,,RJS,,,,,,,,,
,2,8:50 AM,,,,,,,UTA024 P,,UTA024 P,,UTA024 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMT303 L,,,,,,,,,,,,UBT302 L,,,,RA22,,,,,,,,,,,,RA3,,,,UMA013 L,,,,,,,,,,,,,,,,,,,
A,,,,,,,,,SRO,,VIP,,VIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSD,,,,,,,,,,OVS,,,,,,,,,,,,,,,,,,ANK,,,,,,,,,,,,,,,,,,
,3,9:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,UME307 L,,,,,,,,,,,,UME307 L,,,,,,UMT304 L,,,,,,UME307 L,,,,,,UBT504 L,,,,,,UCS301,,UCS301,,,,,,,,,,,,UCB010 T,,,,,,,,,,,,,,,,,,,
T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSM,,,,,,VKH,,,,,,AMG,,VKH,,,,,,,,MKB,,,,,,,,,,,,,,,,,,SBA,,,,,,,,,,,,,,,,,,
,4,10:30 AM,UMA033 L,,,,,,,,,,,,,,,,,,,,,,,,UMA034 P,,UTA024 P,,,,,,,,,,,,,,,,UEIXXX L,,,,,,,,,,,,UBT304 L,,,,,,RA21,,RA19,,,,,,,,,,,,,,UMA035 L,,,,,,,,,,,,,,,,,
U,,,,,,,,,,,,,,JPR,,,,,,,,,,,,,VIP,,ASM,,,,,,,,,,,,,,,,,,,,,AMG,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MKS,,,,,,
,5,11:20 AM,,,UMA033 P,,UMA033 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCH303 T,,UCH301 T,,,,,,,,,,,,,,UCS311P,,,,UCS311P,,,,,,UCE306 L,,,,,,,,,,,,,,,,,
R,,,,,JPR,,TA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,RGU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSC,,,,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,UTA024 P,,UTA024 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA27,,,,RA32,,,,UPH010 P,,,,,,,,,,,,,,,,,,,
D,,,,,,,,,,,,,,,,,,,RA3,,RA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GE P,,,,,,,,,,,,,,,,,,,,,,,,SOM,,,,,,,,,,,,,,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405T,,,,,,,,UCS405T,,UCS311P,,,,UTA024 P,,UTA024 P,,,,,,,,,,,,,,,
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA25,,,,,,,,RA29,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,UMA033 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405T,,,,RA34,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,JPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA25,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2:40 PM,,,,,,,,,,,,,UMA033 P,,UMA033 P,,,,UTA024 P,,,,,,UMA034 L,,,,,,,,,,,,,,,,,,,,,,,,UMA035 L,,,,,,,,,,,,,,,,,,,,UCS311P,,,,UMA007,,UMA015 T,,,,,,,,,,UMA035 P,,,,,,,,,
,,,,,,,,,,,,,,,PRO,,TA8,,,,,,,,,,,,,,,,,,,,,VKS,,,,,,,,,,,,,,,,,,AK,,,,,,,,,,,,,,,,,,,,,,PK,,,,,,,,,TA11,,,,,,,,,
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA31,,,,RA4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA034 P,,,,,,,,,,,,UMA035 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VKS,,,,,,,,,,,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGNATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TIME TABLE JULY TO DEC 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                             TIME TABLE JULY TO DEC2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SECOND YEAR B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               SECOND YEAR B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY,SR NO,HOURS,COE 1,,COE 2,,COE 3,,COE 4,,COE 5,,COE 6,,COE 7,,COE 8,,COE 9,,COE 10,,COE11,,COE12,,COE13,,COE14,,COE15,,COE16,,COE17,,COE18,,COE19,,COE20,,COE21,,COE22,,COE23,,COE24,,COE25,,COE26,,COE27,,COE28,,COE 29,,COE30,,ECE 1,,ECE 2,,ECE 3,,ECE 4,,ECE 5,,ECE 6,,ECE 7,,ECE 8,,ENC 1,,ENC 2,,ENC 3,,ENC 4,,ENC 5,,ENC 6,,ENC 7,,ENC 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,UCS301 P,,UCS301 P,,UCS405 T,,UCS405 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GE L,,,,,,,,,,,,,,,,UES012 T,,UMA007 P,,UES012 T,,UES012 T,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,,,,,,,,,RPK,,SHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS303 P,,UCS303 P,,,,,,,,,,,,,,,,,,,TA9,TA5,,,TA11,,TA12,TA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8:50:AM ,,,,,,,,,,,,,,,,,RA21,,RA30,,UCS303 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRA2,,RA24,,,,,,,,,,,,,,,,,,UEC612 P,,,,UCE301 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,,,,,,,,,,,,,,,,,,,,,,,VIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,,,,TA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,9:40: AM ,UCS303 L,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,UCS301 P,,UCS301 P,,UCS301 P,,UCS301,,,,,,,,,,UES012 T,,UES012 T,,UEC403 L,,,,,,,,,,,,,,,,,,UES012 T,,,,,,,,UES012 T,,,,ICT T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,VIN,,,,,,,,,,,,,,,,,,,,KVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JKT,,TA7,,,,,,,,,,,,,,,,,SNJ,,,,TA11,,,,,,,,TA8,,,,TA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10:30: AM,UES012 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA25,,RA29,,RA19,,RKR,,,,,,,,,,,,,,UMA007 L,,,,,,,,,,,,,,,,UEC612 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,,,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUK,,,,,,,,,,,,,,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,11:20 AM,UMA007 L,,,,,,,,,,,,,,,,,,,,UMA007 L,,,,,,,,,,,,,,,,,,,,UES012 T,,,,,,,,UCS301 P,,UCS301 P,,UCS301 P,,UCS301 P,,,,,,ICT L,,,,,,,,,,,,,,,,,,,,,,UEC612 P,,UEC301 T,,UEC301 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,PJS,,,,,,,,,,,,,,,,,,,,SPN,,,,,,,,,,,,,,,,,,,,,LKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDJ,,,,,,,TA8,,,MKR,,AAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,RA21,,SUG,,RA14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICT T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405 T,,UCS405 T,,UCS405 T,,UCS405 T,,UCS303 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC307 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,UES012 P,,,,UES012 P,,,,,,,,,RA30,,RA23,,RA25,,RA29,JHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405 T,,UCS405 T,,,,,,,,,,,,,,,,UEC612 P,,UMA007 P,,,,,,,,UMA007L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,TA 3,,,,TA 4,,,,,,,,,,,,,,,,,,,,,,,,RA29,,SHG,,,,,,,,,,,,,,,,MB,,MUK,,,,,,,,,,,,,,,,,,,,,,,MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC612 T,,,,,,,,,,,,,,,,CCN L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC612 P,,UEC307 T,,,,,,,,UMA007 P,,,,,,UEC301 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,JSK,,,,,,,TA4,,,,,,,,,,,,,,,,,,,,,MKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC403 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,UES012 P,,,,UES012 P,,,,UES012 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,UCS405 T,,,,UCS405 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SHM,,,,RPK,OPP,,,,TA 1,,,,TA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,UCS405 T,,UCS405 T,,UCS405 T,,UCS405 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UES012 P,,,,UES012 P,,,,,SHG,,RA23,,RA25,,RA29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
